Identifiant station;Nom station;Station en fonctionnement;Capacité de la station;Nombre bornettes libres;Nombre total vélos disponibles;Vélos mécaniques disponibles;Vélos électriques disponibles;Borne de paiement disponible;Retour vélib possible;Actualisation de la donnée;Latitude;Longitude;Nom communes équipées
35008;Place de l'Eglise - Pantin;SANN;30;29;0;0;0;SANN;SANN;2022-10-05;48,89280946;2,412435114;Pantin
21009;Le Corbusier - Jean Jaurès;SANN;46;23;21;15;6;SANN;SANN;2022-10-05;48,83780831;2,24083811;Boulogne-Billancourt
13022;Butte aux Cailles - Esperance;SANN;36;31;0;0;0;SANN;SANN;2022-10-05;48,82758774;2,349215113;Paris
31017;Jean Moulin - Paul Doumer;SANN;20;17;1;0;1;SANN;SANN;2022-10-05;48,86221799;2,455334365;Montreuil
20045;Louis Ganne - Davout;SANN;30;30;0;0;0;SANN;SANN;2022-10-05;48,86338721;2,409725748;Paris
13047;Boutroux - Porte de Vitry;SANN;49;46;3;3;0;SANN;SANN;2022-10-05;48,822632;2,377738;Paris
12127;Tremblay - Lac des Minimes;SANN;48;10;38;18;20;SANN;SANN;2022-10-05;48,83413126;2,454751655;Paris
21951;Place Centrale;SANN;22;14;7;3;4;SANN;SANN;2022-10-05;48,78740168;2,227883041;Meudon
12153;Terroirs de France - Lheureux;SANN;55;14;40;29;11;SANN;SANN;2022-10-05;48,83212027;2,388618104;Paris
22103;Senard - Charles Blum;SANN;24;7;16;10;6;SANN;SANN;2022-10-05;48,85731582;2,221091688;Saint-Cloud
12120;Lac Daumesnil - Saint-Maurice;SANN;50;40;10;9;1;SANN;SANN;2022-10-05;48,82774556;2,418365479;Paris
14128;Gergovie - Vercingétorix;SANN;29;28;0;0;0;SANN;SANN;2022-10-05;48,83453414;2,313154547;Paris
11012;Montreuil - Voltaire;SANN;34;29;3;0;3;SANN;SANN;2022-10-05;48,85050701;2,393075558;Paris
10039;Sambre et Meuse - Villette;SANN;25;20;4;0;4;SANN;SANN;2022-10-05;48,87440567;2,373807238;Paris
18142;Jessaint - Marx Dormoy;SANN;30;24;2;0;2;SANN;SANN;2022-10-05;48,88484543;2,358930409;Paris
31026;Demi-Lune - Aristide Briand;SANN;20;19;1;0;1;SANN;SANN;2022-10-05;48,87626382;2,456281856;Montreuil
18014;Léon - Doudeauville;SANN;13;11;2;1;1;SANN;SANN;2022-10-05;48,88832422;2,353573373;Paris
12129;Bois de Vincennes - Porte Jaune;SANN;35;25;10;6;4;SANN;SANN;2022-10-05;48,83875125;2,460548915;Paris
21017;Place Marcel Sembat;SANN;56;33;21;18;3;SANN;SANN;2022-10-05;48,83328865;2,244174778;Boulogne-Billancourt
19113;Pré Saint-Gervais - Lilas;SANN;28;27;1;0;1;SANN;SANN;2022-10-05;48,87787063;2,395907342;Paris
18035;René Binet - Porte de Montmartre;SANN;37;29;8;1;7;SANN;SANN;2022-10-05;48,8990511;2,33655341;Paris
11031;Jacquard - Ternaux;SANN;39;34;2;2;0;SANN;SANN;2022-10-05;48,8646605;2,373162;Paris
48009;République - Auguste Perret;SANN;30;27;3;1;2;SANN;SANN;2022-10-05;48,78695281;2,351859435;Villejuif
19036;Hôpital Robert Debré;SANN;33;33;0;0;0;SANN;SANN;2022-10-05;48,88005222;2,400865035;Paris
4107;Beaumarchais - Pas de la Mule;SANN;18;7;11;8;3;SANN;SANN;2022-10-05;48,85558051;2,368433367;Paris
32021;Place du Front Populaire - George Sand;SANN;35;1;31;14;17;SANN;SANN;2022-10-05;48,90680714;2,364541215;Saint-Denis
9013;Mairie du 9ème;SANN;24;1;22;19;3;SANN;SANN;2022-10-05;48,87326714;2,340753448;Paris
15019;Paul Barruel - Vaugirard;SANN;39;36;2;0;2;SANN;SANN;2022-10-05;48,84014919;2,304433286;Paris
23006;Jules Guesde - Alsace;SANN;25;3;22;17;5;SANN;SANN;2022-10-05;48,89056628;2,295077741;Levallois-Perret
15060;Place de la Montagne du Goulet;SANN;21;11;9;8;1;SANN;SANN;2022-10-05;48,8443415;2,2773844;Paris
18114;Véron - Lepic;SANN;23;22;1;0;1;SANN;SANN;2022-10-05;48,88526123;2,334559858;Paris
16007;Longchamp - Place d'Iéna;SANN;40;1;38;10;28;SANN;SANN;2022-10-05;48,86491723;2,292674817;Paris
44103;Pont De Charenton;SANN;18;12;5;5;0;SANN;SANN;2022-10-05;48,8179685;2,4199531;Saint-Maurice
20002;Square de la rue Pixérécourt;SANN;15;15;0;0;0;SANN;SANN;2022-10-05;48,8736824;2,3960278;Paris
22403;Pierre Brossolette - Adolphe Pinard;SANN;24;17;6;1;5;SANN;SANN;2022-10-05;48,82177228;2,31315583;Malakoff
16014;Eylau - Trocadéro;SANN;24;16;5;2;3;SANN;SANN;2022-10-05;48,86335412;2,286420912;Paris
92005;Gare de Nanterre Ville;SANN;43;20;23;19;4;SANN;SANN;2022-10-05;48,8950295;2,1957932;Nanterre
12006;Gare de Lyon - Van Gogh;SANN;51;8;43;39;4;SANN;SANN;2022-10-05;48,84383979;2,370445024;Paris
20047;Cours de Vincennes - Davout;SANN;48;13;34;13;21;SANN;SANN;2022-10-05;48,84723803;2,410704234;Paris
15125;Parc Suzanne Lenglen;SANN;52;1;50;34;16;SANN;SANN;2022-10-05;48,83325069;2,276540324;Paris
22009;Charles de Gaulle - Orléans;SANN;26;1;23;14;9;SANN;SANN;2022-10-05;48,88092225;2,27158159;Neuilly-sur-Seine
31707;Edouard Vaillant - Galliéni;SANN;49;49;0;0;0;USANN;USANN;2020-08-14;48,85846288;2,414795458;Bagnolet
21120;Docteur Calmette - Martre;USANN;30;30;0;0;0;USANN;USANN;2022-05-30;48,89896936;2,308651325;Clichy
17029;Pierre Demours - Laugier;SANN;37;30;6;4;2;SANN;SANN;2022-10-05;48,8813072;2,294846;Paris
13117;Station Paris Basketball - Stade Georges Carpentier;SANN;40;37;2;1;1;SANN;SANN;2022-10-05;48,82048244;2,366832197;Paris
10004;Metz - Faubourg Saint-Denis;SANN;48;35;11;7;4;SANN;SANN;2022-10-05;48,870893;2,353521;Paris
7024;Rapp - Place du Général Gouraud;SANN;31;26;4;2;2;SANN;SANN;2022-10-05;48,85810289;2,30040729;Paris
10153;Gare du Nord - Denain;SANN;20;17;1;0;1;SANN;SANN;2022-10-05;48,87959579;2,354472578;Paris
12125;Pyramide - Parc Floral;SANN;50;27;23;13;10;SANN;SANN;2022-10-05;48,837442;2,440452;Paris
5034;Censier - Santeuil;SANN;69;45;24;22;2;SANN;SANN;2022-10-05;48,84065892;2,353752404;Paris
31101;Jules Guesde - Laennec;SANN;19;16;2;0;2;SANN;SANN;2022-10-05;48,87628984;2,500694208;Rosny-sous-Bois
19025;Botzaris - Crimée;SANN;21;21;0;0;0;SANN;SANN;2022-10-05;48,87959699;2,388791334;Paris
20004;Commandant l'Herminier - Gallieni;SANN;17;11;6;5;1;SANN;SANN;2022-10-05;48,84704055;2,416045368;Paris
7111;Ecole Militaire - Place Joffre;SANN;26;19;6;5;1;SANN;SANN;2022-10-05;48,8520602;2,301799357;Paris
17001;Guy Môquet - Saint-Ouen;SANN;53;52;1;1;0;SANN;SANN;2022-10-05;48,89277772;2,327033579;Paris
21708;Marcel Yol - Jullien;SANN;30;19;11;8;3;SANN;SANN;2022-10-05;48,82537612;2,287235018;Vanves
9016;Choron - Martyrs;SANN;17;14;2;1;1;SANN;SANN;2022-10-05;48,87785144;2,339670137;Paris
10017;Gare de l'Est - Fidélité;SANN;15;8;5;3;2;SANN;SANN;2022-10-05;48,874575;2,356796;Paris
35004;Place du Président Salvador Allende;SANN;60;52;7;4;3;SANN;SANN;2022-10-05;48,89730731;2,400791537;Pantin
13048;Wurtz - Tolbiac;SANN;28;25;1;1;0;SANN;SANN;2022-10-05;48,82631196;2,344585955;Paris
33104;Square Edmond Pépin;SANN;30;27;2;1;1;SANN;SANN;2022-10-05;48,88365621;2,403353155;Le Pré-Saint-Gervais
41210;Hôtel de ville de Fontenay-sous-Bois;SANN;20;19;1;0;1;SANN;SANN;2022-10-05;48,84949749;2,475016415;Fontenay-sous-Bois
12150;Bastille - Quai de la Rapée;SANN;27;13;10;4;6;SANN;SANN;2022-10-05;48,84682411;2,366936468;Paris
42304;Marc Sangnier - Division Leclerc;SANN;24;2;21;14;7;SANN;SANN;2022-10-05;48,78599652;2,329955511;Cachan
8011;Clapeyron - Moscou;SANN;15;12;3;1;2;SANN;SANN;2022-10-05;48,8807882;2,324815057;Paris
11109;Pierre Levée - Fontaine Timbaud;SANN;23;14;6;2;4;SANN;SANN;2022-10-05;48,86632723;2,371116355;Paris
13021;Boussingault - Tolbiac;SANN;28;24;3;0;3;SANN;SANN;2022-10-05;48,82603517;2,342176808;Paris
31021;Résistance - Hoche;SANN;29;28;1;0;1;SANN;SANN;2022-10-05;48,86427342;2,435784414;Montreuil
13020;Paul Klee - Place Augusta Holmes;SANN;43;0;41;23;18;SANN;SANN;2022-10-05;48,83894642;2,370423566;Paris
44002;Paul Vaillant-Couturier - Gare RER;SANN;26;6;20;20;0;SANN;SANN;2022-10-05;48,80108159;2,40209721;Vitry-sur-Seine
19124;Alexander Fleming - Belvédère;SANN;31;31;0;0;0;SANN;SANN;2022-10-05;48,88179064;2,403059938;Paris
13039;Ivry - Simone Weil;SANN;18;13;5;5;0;SANN;SANN;2022-10-05;48,82328393;2,365909517;Paris
35011;Honoré d'Estienne d'Ovres - Grilles;SANN;18;15;0;0;0;SANN;SANN;2022-10-05;48,89056395;2,406483184;Pantin
21307;Victor Cresson - Telles de la Poterie;SANN;31;21;10;10;0;SANN;SANN;2022-10-05;48,82269884;2,268649827;Issy-les-Moulineaux
14113;Santé - Arago;SANN;38;29;9;5;4;SANN;SANN;2022-10-05;48,83507658;2,341573726;Paris
13121;Bruneseau - Quai d'Ivry;SANN;48;1;45;33;12;SANN;SANN;2022-10-05;48,82494564;2,388566136;Ivry-sur-Seine
35015;Averroès - Aimé Césaire;SANN;19;3;16;10;6;SANN;SANN;2022-10-05;48,91405323;2,412636951;Pantin
21031;Cimetière de Boulogne-Billancourt;SANN;40;31;9;7;2;SANN;SANN;2022-10-05;48,830764;2,252024;Boulogne-Billancourt
10110;Louis Blanc - Jemmapes;SANN;31;26;5;1;4;SANN;SANN;2022-10-05;48,87933076;2,368448563;Paris
21702;Gare SNCF Vanves-Malakoff;SANN;51;49;2;0;2;SANN;SANN;2022-10-05;48,81900216;2,292150005;Vanves
15131;Charles Lecocq - Lecourbe;SANN;30;28;1;0;1;SANN;SANN;2022-10-05;48,84044;2,294867;Paris
15043;Brancion - Lefebvre;SANN;11;7;1;0;1;SANN;SANN;2022-10-05;48,82900223;2,301431038;Paris
10037;Quai de Valmy;SANN;26;22;1;0;1;SANN;SANN;2022-10-05;48,88126952;2,368186042;Paris
17039;Place Saint-Ferdinand;SANN;38;32;6;2;4;SANN;SANN;2022-10-05;48,8781553;2,288518048;Paris
9036;Athènes - Clichy;SANN;20;7;13;8;5;SANN;SANN;2022-10-05;48,87811379;2,329560219;Paris
5107;Pontoise - La Tournelle;SANN;23;15;6;2;4;SANN;SANN;2022-10-05;48,85045801;2,352454275;Paris
10152;Gare du Nord - Place de Valenciennes;SANN;25;22;1;0;1;SANN;SANN;2022-10-05;48,879089;2,354235;Paris
22604;Hôtel de Ville de Fontenay-aux-Roses;SANN;34;31;2;0;2;SANN;SANN;2022-10-05;48,7908446;2,287145593;Fontenay-aux-Roses
13515;Auguste Blanqui - Glacière;SANN;60;58;1;0;1;SANN;SANN;2022-10-05;48,8311516;2,343822196;Paris
21213;Vanne - Général de Gaulle;SANN;25;22;2;1;1;SANN;SANN;2022-10-05;48,815007;2,328318;Montrouge
13027;Mazagran - Pierre de Coubertin;SANN;15;12;3;1;2;SANN;SANN;2022-10-05;48,81621864;2,344226874;Paris
11032;Jean-Pierre Timbaud - Vaucouleurs;SANN;47;43;4;2;2;SANN;SANN;2022-10-05;48,867937;2,377885;Paris
21118;Neuilly - Petit;SANN;16;13;2;1;1;SANN;SANN;2022-10-05;48,89896536;2,296279371;Clichy
16003;André Maurois - Joseph et Marie Hackin;SANN;29;23;6;4;2;SANN;SANN;2022-10-05;48,8778983;2,2789591;Paris
11103;Pelée - Alphonse Baudin;SANN;38;33;3;2;1;SANN;SANN;2022-10-05;48,8600265;2,3710541;Paris
9101;Cadet - La Fayette;SANN;19;13;0;0;0;USANN;USANN;2022-10-05;48,87560163;2,343570404;Paris
8008;Joseph Sansboeuf - Saint Lazare;SANN;18;3;14;6;8;SANN;SANN;2022-10-05;48,87531563;2,322901972;Paris
20007;Buzenval - Avron;SANN;50;36;14;8;6;SANN;SANN;2022-10-05;48,8516172;2,401513597;Paris
21203;Place Jules Ferry;SANN;28;27;1;0;1;SANN;SANN;2022-10-05;48,81210793;2,325837314;Montrouge
12043;Daumesnil - Hébrard;SANN;40;30;5;4;1;SANN;SANN;2022-10-05;48,8429;2,38474;Paris
22013;Mairie de Neuilly sur Seine;SANN;31;14;15;7;8;SANN;SANN;2022-10-05;48,88494729;2,267703116;Neuilly-sur-Seine
32001;Proudhon - Président Wilson;SANN;30;30;0;0;0;USANN;USANN;2022-10-05;48,90644276;2,358490527;Saint-Denis
21115;Chancé Milly - Cimetière Communal Sud;SANN;32;21;10;8;2;SANN;SANN;2022-10-05;48,89687189;2,303922325;Clichy
21219;Amaury Duval - Gabriel Péri;SANN;36;36;0;0;0;SANN;SANN;2022-10-05;48,8171876;2,323841751;Montrouge
16009;Saint-Didier - Raymond Poincaré;SANN;17;9;8;4;4;SANN;SANN;2022-10-05;48,86642312;2,285863497;Paris
31025;Paul Signac - Aristide Briand;SANN;35;31;3;0;3;SANN;SANN;2022-10-05;48,86950262;2,450226098;Montreuil
21029;Cours de l'Ile Seguin - Parc Billancourt;SANN;29;0;27;18;9;SANN;SANN;2022-10-05;48,82714056;2,234234512;Boulogne-Billancourt
13011;Hôpital - Campo-Formio;SANN;16;14;1;1;0;SANN;SANN;2022-10-05;48,835405;2,358218;Paris
20039;Belleville - Couronnes;SANN;50;49;1;1;0;SANN;SANN;2022-10-05;48,86883108;2,380986214;Paris
32011;Stade de France;SANN;44;3;41;14;27;SANN;SANN;2022-10-05;48,91914195;2,362065576;Saint-Denis
15072;Place Fernand Forest;SANN;33;3;27;21;6;SANN;SANN;2022-10-05;48,84926914;2,281863168;Paris
13033;Porte d'Italie;SANN;13;10;2;0;2;SANN;SANN;2022-10-05;48,81716199;2,360236309;Paris
14101;Gare Montparnasse - Edgar Quinet;SANN;33;30;3;2;1;SANN;SANN;2022-10-05;48,84148785;2,323323228;Paris
42701;Charles Gide - Fort de Bicêtre;SANN;30;30;0;0;0;SANN;SANN;2022-10-05;48,8071938;2,353984416;Le Kremlin-Bicêtre
21316;Cimetière d'Issy-les-Moulineaux;SANN;24;22;2;0;2;SANN;SANN;2022-10-05;48,81769977;2,260931209;Issy-les-Moulineaux
20108;Jardin de l'Hospice Debrousse;SANN;23;20;3;0;3;SANN;SANN;2022-10-05;48,86145106;2,405686006;Paris
15052;Convention - Vaugirard;SANN;48;47;1;1;0;SANN;SANN;2022-10-05;48,83767682;2,295586926;Paris
11038;Temple - Charlot;SANN;45;37;4;2;2;SANN;SANN;2022-10-05;48,86570934;2,365273725;Paris
16115;Raffet - Montmorency;SANN;42;31;9;5;4;SANN;SANN;2022-10-05;48,85258671;2,262925246;Paris
4003;Quai aux Fleurs - Pont Saint-Louis;SANN;21;13;8;7;1;SANN;SANN;2022-10-05;48,85291596;2,352195717;Paris
15123;Commerce - Letellier;SANN;44;40;4;2;2;SANN;SANN;2022-10-05;48,8479766;2,29662452;Paris
16030;Place de Barcelone - Mirabeau;SANN;55;24;26;22;4;SANN;SANN;2022-10-05;48,84762303;2,273566425;Paris
21030;Fessart - Château;SANN;20;8;10;7;3;SANN;SANN;2022-10-05;48,84245;2,23989;Boulogne-Billancourt
17015;Place de Lévis;SANN;48;43;2;0;2;SANN;SANN;2022-10-05;48,88354685;2,313193381;Paris
16024;Ranelagh - Maison de la Radio;SANN;22;0;21;18;3;SANN;SANN;2022-10-05;48,85293603;2,280449644;Paris
22501;Théâtre de La Garenne;SANN;20;11;7;4;3;SANN;SANN;2022-10-05;48,90576831;2,235392102;La Garenne-Colombes
20009;Docteurs Déjérine - Pte de Montreuil;SANN;20;17;3;2;1;SANN;SANN;2022-10-05;48,85398448;2,412082889;Paris
4001;Arcole - Notre-Dame;SANN;31;22;8;8;0;SANN;SANN;2022-10-05;48,85388354;2,349379733;Paris
17033;Carnot - Général Lanrezac;SANN;30;30;0;0;0;USANN;USANN;2018-05-21;48,87544387;2,293824294;Paris
8549;George V - Christophe Colomb;SANN;24;0;24;10;14;SANN;SANN;2022-10-05;48,87046;2,30104;Paris
16101;Malakoff - Place de la Porte Maillot;SANN;31;0;17;12;5;SANN;SANN;2022-10-05;48,8767335;2,283457741;Paris
23003;Président Wilson - Baudin;SANN;28;5;22;15;7;SANN;SANN;2022-10-05;48,89826887;2,284933627;Levallois-Perret
42305;Vanne - Saussaies;SANN;20;18;2;0;2;SANN;SANN;2022-10-05;48,786404;2,338848;Cachan
11021;Charonne - Pierre Bayle;SANN;23;20;2;1;1;SANN;SANN;2022-10-05;48,85844505;2,390398122;Paris
10012;Vinaigriers - Magenta;SANN;25;21;3;1;2;SANN;SANN;2022-10-05;48,8731167;2,3593052;Paris
44007;Camille Groult - Guy Môquet;SANN;22;3;18;15;3;SANN;SANN;2022-10-05;48,78748275;2,397672571;Vitry-sur-Seine
21028;Pierre Lefaucheux - Traversière;SANN;35;10;24;21;3;SANN;SANN;2022-10-05;48,82435208;2,2417913;Boulogne-Billancourt
10105;Mazagran - Bonne Nouvelle;SANN;25;4;21;9;12;SANN;SANN;2022-10-05;48,87004712;2,351124845;Paris
42003;Place de l'Insurrection d'Août 1944;SANN;30;17;10;6;4;SANN;SANN;2022-10-05;48,81477853;2,398074567;Ivry-sur-Seine
42501;Raspail - Albert Schweitzer;SANN;28;9;17;17;0;SANN;SANN;2022-10-05;48,81031545;2,34395871;Gentilly
32301;Mairie de Romainville;SANN;17;16;1;1;0;SANN;SANN;2022-10-05;48,885109;2,435679;Romainville
4002;Marché aux fleurs;SANN;23;6;17;13;4;SANN;SANN;2022-10-05;48,85525812;2,347375453;Paris
10018;Square Alban Satragne;SANN;30;23;2;0;2;SANN;SANN;2022-10-05;48,87538823;2,355956733;Paris
42209;Place de l'Europe - Quai de Bercy;SANN;17;11;5;3;2;SANN;SANN;2022-10-05;48,82529859;2,394567914;Charenton-le-Pont
22008;Charles de Gaulle - Graviers;SANN;28;11;16;11;5;SANN;SANN;2022-10-05;48,88315176;2,264881432;Neuilly-sur-Seine
43001;Paris - Laitières;SANN;22;4;18;14;4;SANN;SANN;2022-10-05;48,84630274;2,420755327;Vincennes
13128;Quai de la Gare - Pont de Bercy;SANN;30;3;23;18;5;SANN;SANN;2022-10-05;48,83730788;2,374086126;Paris
22206;Louis Pasteur - Albert Petit;SANN;31;31;0;0;0;SANN;SANN;2022-10-05;48,796261;2,317289;Bagneux
5014;Jean Calvin - Tournefort;SANN;28;2;26;19;7;SANN;SANN;2022-10-05;48,84158857;2,348489575;Paris
14010;Jean Moulin - Place Victor et Hélène Basch;SANN;41;40;1;0;1;SANN;SANN;2022-10-05;48,8276491;2,32619673;Paris
20122;Vitruve - Davout;SANN;23;23;0;0;0;SANN;SANN;2022-10-05;48,86053161;2,409159281;Paris
15064;Javel - André Citroën;SANN;45;5;36;35;1;SANN;SANN;2022-10-05;48,84627649;2,278636806;Paris
16020;Place de la Porte de Passy;SANN;36;24;6;2;4;SANN;SANN;2022-10-05;48,8573411;2,264416554;Paris
15030;Emeriau - Beaugrenelle;SANN;74;49;23;16;7;SANN;SANN;2022-10-05;48,8479125;2,28430599;Paris
13126;Place Nationale - Château-des-Rentiers;SANN;18;14;4;1;3;SANN;SANN;2022-10-05;48,829566;2,365053;Paris
9114;Faubourg Poissonnière - Dunkerque;SANN;30;26;2;0;2;SANN;SANN;2022-10-05;48,88088345;2,34993428;Paris
18027;Damrémont - Ordener;SANN;30;28;0;0;0;SANN;SANN;2022-10-05;48,89340039;2,336266524;Paris
16011;Victor Hugo - La Pompe;SANN;41;8;18;11;7;SANN;SANN;2022-10-05;48,86795222;2,281463183;Paris
8020;Batignolles - Beudant;SANN;44;41;2;1;1;SANN;SANN;2022-10-05;48,88216401;2,319852971;Paris
12007;Gare de Lyon - Chalon;SANN;45;20;24;17;7;SANN;SANN;2022-10-05;48,84566619;2,37414524;Paris
15023;La Motte-Picquet - Grenelle;SANN;34;30;4;2;2;SANN;SANN;2022-10-05;48,84858321;2,299347818;Paris
25001;Colmar - Victor Hugo;SANN;32;16;16;3;13;SANN;SANN;2022-10-05;48,88652251;2,173960917;Rueil-Malmaison
14131;Jourdan - Monticelli;SANN;30;26;3;1;2;SANN;SANN;2022-10-05;48,822032;2,329095;Paris
35007;Benjamin Delessert - Jean Lolive;SANN;21;11;5;2;3;SANN;SANN;2022-10-05;48,89392044;2,417981923;Pantin
17023;Porte d'Asnières;SANN;36;31;4;2;2;SANN;SANN;2022-10-05;48,89035818;2,303628623;Paris
44101;Place Mongolfier;SANN;39;22;16;16;0;SANN;SANN;2022-10-05;48,81516003;2,459287941;Saint-Maurice
19108;Gaston Tessier - Rosa Parks RER;SANN;37;27;9;6;3;SANN;SANN;2022-10-05;48,8963765;2,3743692;Paris
13032;Italie - Jardin Joan Miro;SANN;26;25;0;0;0;SANN;SANN;2022-10-05;48,81990914;2,359294854;Paris
4016;Lobau - Hôtel de Ville;SANN;60;26;32;22;10;SANN;SANN;2022-10-05;48,8562118;2,3532536;Paris
8037;Monceau - Malesherbes;SANN;38;13;21;8;13;SANN;SANN;2022-10-05;48,8795079;2,3145456;Paris
6008;Assas - Luxembourg;SANN;33;0;33;15;18;SANN;SANN;2022-10-05;48,84373447;2,333428382;Paris
27004;Gare de la Garenne-Colombes;SANN;28;27;1;0;1;SANN;SANN;2022-10-05;48,909752;2,239145;Colombes
35001;Jean Jaurès - Ouvrières Pivéreuses;SANN;20;16;3;2;1;SANN;SANN;2022-10-05;48,91042344;2,399576604;Pantin
22303;Lucien Lanternier - Le Luth;SANN;27;17;10;6;4;SANN;SANN;2022-10-05;48,93159431;2,288978398;Gennevilliers
13109;Brillat-Savarin - Küss;SANN;21;16;3;2;1;SANN;SANN;2022-10-05;48,822203;2,350422;Paris
18038;Rond-Point de la Chapelle;SANN;49;46;2;2;0;SANN;SANN;2022-10-05;48,89512661;2,359971106;Paris
21204;Estienne d'Orves - Henri Ginoux;SANN;31;30;0;0;0;SANN;SANN;2022-10-05;48,81538822;2,320886791;Montrouge
92001;Mairie de quartier du Plateau - Mont-Valérien;SANN;20;19;1;0;1;SANN;SANN;2022-10-05;48,8799933;2,2072437;Nanterre
13106;Bobillot - Paulin Mery;SANN;23;21;2;1;1;SANN;SANN;2022-10-05;48,82989984;2,354335677;Paris
23004;Paul Vaillant-Couturier - Victor Hugo;SANN;36;8;25;14;11;SANN;SANN;2022-10-05;48,89819702;2,293848018;Levallois-Perret
17003;Jacques Kellner - Saint-Ouen;SANN;45;44;0;0;0;SANN;SANN;2022-10-05;48,89580949;2,327897409;Paris
43010;La Jarry - Place Diderot;SANN;25;25;0;0;0;SANN;SANN;2022-10-05;48,84972694;2,452013791;Vincennes
21217;Louis Rolland - République;SANN;26;24;2;0;2;SANN;SANN;2022-10-05;48,8171089;2,319310643;Montrouge
17107;Berthier - Place Stuart Merril;SANN;37;31;6;4;2;SANN;SANN;2022-10-05;48,88592792;2,293345034;Paris
47001;Place de la Gare;SANN;46;2;37;33;4;SANN;SANN;2022-10-05;48,80253358;2,427503765;Maisons-Alfort
15057;Lucien Bossoutrot - Général Martial Vallin;SANN;39;0;39;22;17;SANN;SANN;2022-10-05;48,83695605;2,274107225;Paris
31007;Paris - Désiré Préaux;SANN;49;39;8;4;4;SANN;SANN;2022-10-05;48,85742877;2,432304919;Montreuil
16002;Pergolèse - Malakoff;SANN;38;30;7;1;6;SANN;SANN;2022-10-05;48,87521089;2,284278162;Paris
21306;Place Lafayette;SANN;62;0;62;48;14;SANN;SANN;2022-10-05;48,82965498;2,263867557;Issy-les-Moulineaux
15004;Vaugirard - Pasteur;SANN;21;13;7;4;3;SANN;SANN;2022-10-05;48,84040869;2,315436713;Paris
18007;Goutte d'or - Barbès;SANN;20;12;3;2;1;SANN;SANN;2022-10-05;48,88512432;2,349696234;Paris
23010;Voltaire - Anatole France;SANN;27;8;17;9;8;SANN;SANN;2022-10-05;48,89199936;2,284262739;Levallois-Perret
22408;Place du 14 Juillet;SANN;22;21;1;0;1;SANN;SANN;2022-10-05;48,81926696;2,301199883;Malakoff
15005;Place Jacques et Thérèse Tréfouël;SANN;43;39;4;2;2;SANN;SANN;2022-10-05;48,8427265;2,312565744;Paris
6027;Blaise-Desgoffe - Vaugirard;SANN;32;24;5;4;1;SANN;SANN;2022-10-05;48,84612888;2,324267216;Paris
19128;Quai de l'Oise - Aisne;SANN;30;27;1;0;1;SANN;SANN;2022-10-05;48,8906231;2,3833701;Paris
17108;Bessières - Porte de Clichy;SANN;33;20;11;5;6;SANN;SANN;2022-10-05;48,89611762;2,31790904;Paris
11017;Charonne - Bureau;SANN;47;45;2;1;1;SANN;SANN;2022-10-05;48,854176;2,396093;Paris
15022;Emile Zola - Fondary;SANN;42;36;6;2;4;SANN;SANN;2022-10-05;48,84705114;2,295340598;Paris
18006;Square Louise Michel;SANN;36;34;1;0;1;SANN;SANN;2022-10-05;48,88468735;2,344138697;Paris
16001;Portugais - Kléber;SANN;26;0;22;14;8;SANN;SANN;2022-10-05;48,8712148;2,2937349;Paris
21401;Mairie de Clamart;SANN;33;33;0;0;0;SANN;SANN;2022-10-05;48,800612;2,262151;Clamart
9024;Taitbout - La Fayette;SANN;53;2;49;39;10;SANN;SANN;2022-10-05;48,87332989;2,335262597;Paris
13044;Place Jeanne d'Arc;SANN;36;27;7;4;3;SANN;SANN;2022-10-05;48,829575;2,369126;Paris
44016;Balzac - Olympes de Gouges;SANN;28;12;11;6;5;SANN;SANN;2022-10-05;48,77850332;2,400678657;Vitry-sur-Seine
9027;Douai - Pierre Fontaine;SANN;25;22;2;1;1;SANN;SANN;2022-10-05;48,88229101;2,333241217;Paris
32601;Porte des Lilas - Faidherbe;SANN;39;37;2;0;2;SANN;SANN;2022-10-05;48,87861856;2,412032783;Les Lilas
41205;Maréchal Joffre - Verdun;SANN;20;19;1;0;1;SANN;SANN;2022-10-05;48,85385;2,470307;Fontenay-sous-Bois
12026;Place Ginette Hamelin;SANN;51;32;17;12;5;SANN;SANN;2022-10-05;48,837853;2,382064;Paris
4020;Place Edmond Michelet;SANN;23;14;8;4;4;SANN;SANN;2022-10-05;48,86013489;2,350063697;Paris
6012;Saint-Germain - Ciseaux;SANN;18;7;11;5;6;SANN;SANN;2022-10-05;48,85330528;2,334465462;Paris
1021;Halles - Bourdonnais;SANN;20;2;15;8;7;SANN;SANN;2022-10-05;48,86044899;2,346016243;Paris
13009;Auguste Blanqui - Corvisart;SANN;26;23;3;0;3;SANN;SANN;2022-10-05;48,8300989;2,3502726;Paris
33015;Charles Tillon - Cimetière Communal;SANN;30;15;14;7;7;SANN;SANN;2022-10-05;48,91844024;2,393563092;Aubervilliers
18044;Clichy - Douai;SANN;32;28;3;1;2;SANN;SANN;2022-10-05;48,88411832;2,328728735;Paris
15311;Quai du Président Roosevelt - Pont Aval;SANN;30;11;19;9;10;SANN;SANN;2022-10-05;48,83438837;2,265682071;Paris
21314;Chemin de Bretagne;SANN;29;1;28;17;11;SANN;SANN;2022-10-05;48,825147;2,25936;Issy-les-Moulineaux
